Langley A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,2,0,7,1,3,4,12,1,2,6,12,2,4,6,8,8,9,12,14,7,14,14,24,24,19,26,17,11,8,18,14,10,13,17,22,19,26,24,13,20,20,24,27,21,23,13,14,26,19,9,12,16,21,16,19,9,15,16,20,16,23,10,13,20,14,7,10,18,11,8,6,9,3,8,5
Dunbar A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,3,3,8,8,11,0,1,2,12,2,3,15,12,6,4,4,24,8,18,15,16,7,13,16,19,3,14,21,15,9,17,21,12,20,18,18,14,18,22,9,30,23,22,26,11,16,23,21,18,14,22,15,16,27,16,12,12,19,10,16,15,19,7,16,19,10,16,15,6,10,12,13,5
Penn Manor A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,3,2,11,0,0,3,4,5,7,4,12,3,7,16,15,7,6,21,16,13,17,21,26,6,9,15,12,12,18,15,18,13,23,24,21,19,24,24,23,20,20,19,12,22,17,17,14,15,18,17,21,20,15,18,20,23,11,17,16,19,14,13,15,19,12,13,9,12,6,6,8
BASIS McLean A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,3,3,4,11,0,2,5,6,3,3,12,14,2,4,10,7,8,12,19,12,11,10,21,24,11,12,13,20,9,12,14,19,17,17,18,24,23,18,19,23,24,20,22,13,16,23,25,20,16,23,21,20,21,24,18,12,21,12,19,10,13,13,12,9,19,18,11,10,9,8,9,6
Westview A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,3,3,4,8,1,2,5,7,3,4,2,11,5,5,12,10,4,13,7,16,18,17,12,18,5,12,20,16,9,18,19,17,16,33,18,18,19,21,28,14,18,23,17,22,15,20,22,20,13,15,14,20,20,18,19,15,19,20,22,9,16,22,12,9,22,17,9,8,15,5,15,10
St. Joseph A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,5,10,0,2,4,4,1,6,4,10,2,10,8,8,3,15,20,16,16,15,11,14,3,3,9,24,9,12,21,17,10,18,18,24,18,26,16,16,11,16,36,13,21,13,16,23,15,23,20,22,20,21,20,19,22,26,19,9,26,14,12,21,7,19,8,14,12,19,11,13
Eastside A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,7,2,1,0,5,3,1,3,11,2,3,4,15,3,8,11,6,13,15,13,16,4,8,10,13,12,12,19,20,16,14,24,23,15,20,23,19,22,18,24,17,16,30,23,19,12,14,15,22,29,23,22,18,24,21,20,13,22,19,14,12,14,19,19,14,21,15,13,12
Raleigh Charter A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,6,9,0,1,2,1,1,4,4,9,1,7,8,8,7,8,11,15,10,18,18,20,5,8,8,17,11,14,17,21,10,14,22,21,13,18,19,18,20,22,19,11,24,28,19,15,20,15,16,16,15,13,22,13,17,32,21,11,20,18,30,20,20,19,18,14,20,23,13,6
Langley B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,2,4,3,0,1,2,2,1,1,5,9,2,6,6,11,7,6,18,16,5,17,12,19,7,6,12,14,3,13,11,20,13,16,14,32,21,19,13,23,18,22,23,30,15,23,25,22,14,17,26,18,19,26,20,6,22,11,13,28,16,18,24,15,20,19,11,15,21,20,15,9
Olympian A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,4,10,0,2,1,3,2,1,7,7,2,3,9,18,6,11,11,21,16,18,24,29,3,6,8,19,6,12,9,21,14,4,19,22,17,22,14,22,24,18,31,33,20,26,29,28,6,14,19,18,11,12,25,21,14,15,10,10,22,15,19,12,16,24,9,12,15,14,14,12
Greenhill A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,8,0,1,4,2,0,3,1,8,2,3,8,17,8,6,15,15,11,19,18,23,2,4,9,20,7,12,18,15,8,18,21,19,17,21,21,24,19,20,26,27,13,14,26,27,17,12,23,19,18,22,17,17,16,21,18,17,21,24,17,14,15,20,15,13,15,12,14,15
Kellenberg A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,6,7,0,0,0,2,0,2,1,6,0,5,7,12,3,6,8,12,11,13,15,18,1,5,9,15,10,9,12,18,16,14,20,16,16,12,25,28,12,27,13,26,22,18,19,17,17,10,18,15,17,23,19,19,20,15,25,23,24,27,27,26,26,20,18,20,22,17,15,17
St. Thomas A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,2,0,3,0,7,0,2,4,6,1,5,3,5,3,6,7,11,2,13,10,28,1,7,5,15,9,8,10,12,8,11,20,26,16,18,27,21,20,23,19,20,26,28,22,17,12,18,18,19,22,23,25,16,18,27,15,21,23,29,21,22,30,16,18,25,17,16,14,18
Manheim Township A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,6,1,0,1,3,0,1,5,7,4,2,4,6,5,6,5,13,6,11,9,18,1,7,9,14,4,15,19,13,12,20,15,16,11,14,19,17,17,22,28,27,21,22,21,22,14,18,21,17,14,22,30,30,19,21,28,35,24,27,16,25,12,14,20,18,23,11,19,18
Johns Creek A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,2,0,2,8,5,3,5,4,4,3,6,9,17,5,10,15,13,3,7,9,8,6,8,15,14,8,12,13,28,12,12,24,25,17,17,15,27,12,22,24,24,11,18,30,21,26,33,18,22,19,28,15,21,19,29,13,17,27,27,21,14,28,17,25,18
George Washington A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,8,0,0,0,2,1,1,1,3,0,2,0,9,4,7,4,17,3,8,12,18,0,4,12,14,10,7,6,15,6,14,8,27,10,17,18,22,14,23,16,22,21,20,28,21,14,14,12,27,21,28,32,39,24,28,26,20,22,22,37,22,18,22,18,16,27,19,14,19
Virgil A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,0,4,1,1,0,1,1,3,2,3,0,4,11,8,0,5,10,11,4,10,5,9,2,8,6,7,4,6,9,17,6,19,13,25,12,14,15,21,13,15,18,28,27,17,21,18,18,24,24,20,20,20,30,34,28,40,9,25,17,22,27,21,26,20,34,19,25,19,20,17
Bellarmine A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,4,0,0,0,0,0,1,0,5,0,3,2,9,2,6,9,16,6,8,13,13,3,3,7,7,3,9,13,20,7,13,8,22,4,13,14,18,10,14,17,21,17,27,24,23,16,16,26,22,20,26,18,23,28,28,27,29,27,24,21,27,29,30,28,30,27,22,16,20
Strake Jesuit B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,2,0,2,4,7,0,3,5,3,4,6,6,9,12,8,7,9,3,5,3,8,9,7,8,11,6,6,8,15,10,12,14,20,17,21,24,37,14,21,26,31,10,15,22,21,17,23,29,33,23,26,24,29,32,20,26,23,24,26,34,16,15,25,35,22
Wheeler A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,3,0,2,0,0,1,2,0,1,2,6,1,3,3,7,2,4,9,7,3,7,14,17,3,5,1,5,6,10,13,9,2,9,10,18,5,20,25,18,12,18,21,21,16,16,14,22,10,17,17,19,18,21,24,32,27,23,25,40,27,31,34,30,29,22,30,22,25,24,32,21
Cave Spring A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,8,0,0,0,2,0,2,1,6,1,3,6,6,1,3,6,7,4,1,14,22,1,3,4,8,6,10,19,18,8,7,19,19,6,8,11,24,14,14,24,26,25,16,17,16,12,13,20,22,15,19,33,25,21,24,32,19,17,23,32,33,25,31,38,30,18,31,21,25
Lambert A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,2,0,1,2,4,0,6,2,6,1,7,5,9,7,7,11,10,1,2,5,10,1,5,12,9,6,9,15,18,9,12,15,20,15,11,15,26,21,15,25,27,10,17,12,18,18,16,25,21,22,19,36,35,22,27,34,37,27,29,34,37,27,23,34,30
Barrington A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,0,2,2,1,0,2,3,8,0,10,5,13,2,11,10,25,11,27,17,34,2,4,10,15,9,8,16,28,9,17,27,35,13,23,31,48,31,36,51,47,39,54,62,54,15,22,31,38,31,35,41,58,36,41,57,46,46,54,44,46,65,63,58,63,57,65,56,71
Belmont A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,1,5,6,1,4,1,3,5,7,5,18,2,3,9,8,1,6,6,13,3,6,12,17,4,3,11,20,18,14,19,13,17,25,21,25,8,18,19,24,19,16,23,28,30,35,32,23,27,24,31,26,27,33,35,44,28,37,32,41
Clements A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,0,1,2,3,1,2,4,7,4,5,11,18,0,1,3,7,0,7,9,10,9,3,10,16,3,8,14,16,13,12,14,14,18,14,21,26,8,21,18,24,14,17,20,26,11,10,28,35,29,26,36,42,22,35,34,37,38,54,39,62
Livingston A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,0,1,0,1,3,0,1,4,5,10,7,5,10,14,0,3,4,2,1,4,4,8,1,3,13,11,6,9,8,17,8,10,15,26,7,14,18,30,2,12,12,31,13,19,20,29,27,25,28,30,13,26,36,39,33,24,36,57,47,47,51,53
Hanover A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,1,3,3,3,2,4,6,5,9,3,8,2,2,4,3,1,7,4,9,5,7,12,18,2,9,12,14,6,9,4,26,17,24,29,25,7,18,24,23,9,20,22,34,16,18,34,29,18,26,44,42,20,40,32,44,46,37,50,43
Westview B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,1,0,4,1,1,1,5,4,5,10,10,0,1,4,8,3,3,4,9,3,6,9,18,7,13,10,16,7,11,20,17,9,10,22,30,7,13,16,28,13,10,23,40,12,18,28,36,24,30,37,38,25,29,41,51,43,52,47,51
Oak Ridge A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4,8,1,2,1,6,2,5,11,14,0,5,2,2,1,2,7,6,13,5,5,13,5,6,9,15,5,8,16,20,10,23,23,30,6,14,13,18,24,21,22,26,17,29,29,39,17,24,32,40,36,37,36,49,30,48,41,64
DCC B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,2,3,0,0,1,3,0,0,3,6,5,3,6,15,0,0,3,2,1,7,4,8,4,4,7,15,4,8,7,13,6,13,13,22,11,17,26,30,4,9,16,18,12,18,20,24,19,45,30,31,28,36,30,45,38,24,44,51,34,38,56,53
Bellarmine B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,0,0,1,3,0,1,3,6,2,6,7,12,1,3,3,0,2,2,7,8,2,3,7,9,8,6,10,9,6,14,17,19,10,19,19,37,8,11,13,19,18,13,23,27,19,28,29,41,22,35,33,45,30,42,43,48,32,49,51,49
NCSSM A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,1,0,0,1,3,3,2,1,2,1,3,3,8,12,0,1,2,5,1,3,4,9,3,5,5,6,5,12,16,9,8,8,15,21,13,10,28,37,7,17,17,19,16,18,20,25,21,20,25,43,32,34,26,42,36,47,35,39,34,37,55,62
Sandburg A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,2,0,2,1,3,2,5,3,9,0,3,7,3,3,4,1,3,4,3,4,10,3,8,6,8,5,5,8,15,7,9,16,24,13,23,21,21,11,17,13,23,11,18,26,28,14,26,34,39,22,35,29,46,35,30,50,46,40,39,47,50
Shanghai American-Puxi A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,1,6,0,4,1,4,2,2,3,11,2,8,11,22,2,5,3,3,1,4,5,8,5,7,11,10,7,8,13,20,6,12,11,31,15,25,31,47,4,6,14,21,10,15,19,24,13,14,32,42,14,23,30,32,20,32,40,34,40,56,46,45
