win,diff
0,-6.75
1,33.65
0,-33.65
1,29.32871291
0,-29.32871291
1,10.22454625
0,-10.22454625
1,5.73333334
0,-5.73333334
1,5.85416667
0,-5.85416667
1,11.52916667
0,-11.52916667
1,-8.31666667
0,8.31666667
